m_dist,var_dist,m_r,var_r,z
0.32322327870361867,0.10677633292991658,0.0016688261679565003,0.00034582789443697657,0.07
0.3465726313152194,0.12090020164417492,0.0016430328472294793,0.0004947822855813003,0.15
0.3629702807592675,0.12111188770690766,0.0010950583339156478,0.0001450349694375461,0.22
0.3032521470416797,0.08281978900964031,0.0012990244583236572,0.0003209806325321691,0.32
0.30041345343013093,0.09556069462679184,0.001608639302308806,0.0003800519062947945,0.43
0.30041345343013093,0.09556069462679184,0.001608639302308806,0.0003800519062947945,0.8
